loan_amnt,term,int_rate,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,initial_list_status,application_type,avg_cur_bal,pub_rec_bankruptcies
10000.0,1,0.12789999999999999,11,10,1,65000.0,1,GOOD,3,17.06,0.0,0,9,0,15563,0.9790000000000001,1,1,28467.0,0.0
8000.0,1,0.08990000000000001,6,2,2,60000.0,1,GOOD,3,13.48,0.0,0,7,0,7721,0.35600000000000004,1,1,7140.0,0.0
5500.0,1,0.1399,13,4,2,120000.0,1,GOOD,3,3.76,1.0,1,5,0,4708,0.36200000000000004,1,1,4237.0,0.0
10000.0,1,0.1559,15,1,2,80500.0,2,BAD,3,21.2,1.0,0,7,1,59543,0.895,1,1,9180.0,0.0
15000.0,2,0.1399,13,10,1,50000.0,1,GOOD,3,8.02,0.0,0,7,0,16407,0.5920000000000001,1,1,2344.0,0.0
10000.0,1,0.1149,10,0.5,1,49500.0,1,GOOD,2,27.3,0.0,3,16,1,10276,0.423,1,1,12529.0,1.0
5400.0,1,0.10490000000000001,8,10,2,82500.0,1,GOOD,8,13.22,0.0,1,7,0,7,0.0,1,1,6586.0,0.0
20000.0,2,0.24989999999999998,24,10,1,75195.0,1,GOOD,4,25.58,0.0,0,19,0,21884,0.52,2,1,4090.0,0.0
12000.0,1,0.053200000000000004,1,10,1,200000.0,1,GOOD,4,8.38,1.0,0,14,0,10922,0.218,2,1,22457.0,0.0
4475.0,1,0.12789999999999999,11,4,2,41900.0,1,GOOD,2,19.99,0.0,0,5,0,116,0.016,1,1,15319.0,0.0
15000.0,2,0.1559,15,10,1,55000.0,1,GOOD,4,1.37,0.0,0,14,0,2740,0.045,1,1,196.0,0.0
35000.0,2,0.2529,25,10,3,210000.0,1,GOOD,1,0.98,0.0,1,11,1,6705,0.231,1,1,59205.0,1.0
1000.0,1,0.1449,14,1,2,26688.0,1,GOOD,8,22.92,0.0,1,18,0,3532,0.17,1,1,2502.0,0.0
7000.0,1,0.0799,4,2,1,60320.0,2,GOOD,3,14.62,0.0,2,12,0,9858,0.358,1,1,12303.0,0.0
6000.0,1,0.1149,10,7,2,53364.0,1,GOOD,3,15.97,0.0,1,16,0,5322,0.06,1,1,9563.0,0.0
6500.0,1,0.1149,10,8,1,58000.0,1,GOOD,3,10.53,0.0,0,9,0,12239,0.355,1,1,40267.0,0.0
7200.0,1,0.1349,12,2,2,40000.0,1,BAD,3,11.94,0.0,0,4,0,6328,0.9890000000000001,1,1,1748.0,0.0
8700.0,1,0.23989999999999997,22,9,1,60694.4,1,GOOD,3,10.2,1.0,0,7,0,7265,0.7490000000000001,2,1,6238.0,0.0
10000.0,1,0.1559,15,10,2,75000.0,1,BAD,3,24.83,1.0,0,5,0,28479,0.94,1,1,12397.0,0.0
16800.0,2,0.1449,14,10,1,86000.0,1,GOOD,2,18.57,0.0,0,15,0,14017,0.258,1,1,18734.0,0.0
1700.0,1,0.21489999999999998,20,4,3,7500.0,1,BAD,3,32.31,0.0,0,5,0,831,0.21899999999999997,2,1,974.0,0.0
16100.0,2,0.12789999999999999,11,10,1,124000.0,1,GOOD,4,6.83,0.0,2,10,0,4362,0.17800000000000002,1,1,18089.0,0.0
40000.0,1,0.1449,14,0.5,1,130000.0,1,GOOD,3,25.11,0.0,1,20,0,34294,0.48100000000000004,1,1,24549.0,0.0
5500.0,1,0.1149,10,4,1,45000.0,1,BAD,3,21.23,1.0,0,10,0,3486,0.225,1,1,18765.0,0.0
35000.0,2,0.1449,14,9,2,140000.0,1,GOOD,2,11.79,0.0,1,7,0,39296,0.9490000000000001,1,1,12503.0,0.0
9000.0,1,0.1349,12,8,2,100000.0,1,BAD,3,23.65,1.0,1,13,0,23325,0.36,1,1,4114.0,0.0
20000.0,1,0.17989999999999998,17,2,2,66600.0,2,GOOD,3,15.26,0.0,1,7,1,10493,0.755,1,1,4719.0,1.0
3000.0,1,0.1349,12,,1,22000.0,1,GOOD,3,21.15,0.0,2,7,0,3392,0.565,1,1,812.0,0.0
9600.0,1,0.1149,10,2,1,48000.0,1,GOOD,3,18.1,0.0,3,13,0,39287,0.124,1,1,15061.0,0.0
10000.0,1,0.1349,12,0.5,1,77000.0,1,GOOD,3,13.3,0.0,1,9,0,10859,0.978,1,1,6542.0,0.0
16000.0,2,0.17989999999999998,17,4,1,56500.0,1,GOOD,3,14.34,0.0,1,13,1,5442,0.34700000000000003,1,1,13100.0,1.0
2500.0,1,0.12789999999999999,11,10,1,41000.0,1,GOOD,3,2.25,4.0,3,10,0,1749,0.076,1,1,21709.0,0.0
4200.0,1,0.1399,13,9,1,45000.0,1,GOOD,3,34.93,0.0,0,14,0,27036,0.9390000000000001,1,1,18684.0,0.0
3000.0,1,0.12789999999999999,11,0.5,2,33000.0,1,GOOD,3,19.78,0.0,1,14,0,359,0.015,1,1,1844.0,0.0
8000.0,1,0.10490000000000001,8,9,1,85000.0,2,GOOD,3,27.4,0.0,0,12,0,15305,0.379,1,1,31955.0,0.0
16000.0,2,0.18989999999999999,18,10,2,83000.0,1,BAD,3,17.94,3.0,0,9,0,2040,0.486,1,1,24948.0,0.0
7000.0,1,0.08990000000000001,6,0.5,2,95000.0,1,GOOD,2,10.68,0.0,0,12,0,23594,0.634,1,1,17198.0,0.0
32700.0,1,0.17989999999999998,17,9,1,150000.0,1,GOOD,3,10.82,0.0,0,12,0,9692,0.252,1,1,5965.0,0.0
11200.0,1,0.1559,15,,2,33000.0,2,GOOD,12,18.76,0.0,1,9,0,4050,0.397,1,1,1523.0,0.0
7200.0,1,0.1099,9,1,2,35000.0,1,GOOD,3,8.64,0.0,1,13,1,7835,0.304,1,1,1958.0,1.0
8000.0,1,0.08990000000000001,6,3,1,130000.0,2,GOOD,3,10.74,0.0,2,18,0,3578,0.066,1,1,14561.0,0.0
20000.0,2,0.1449,14,10,1,75000.0,2,GOOD,3,23.28,0.0,0,10,0,25595,0.748,1,1,39602.0,0.0
28000.0,1,0.1099,9,4,2,110000.0,1,GOOD,3,21.41,0.0,0,19,0,42041,0.51,2,1,7484.0,0.0
12500.0,1,0.0759,3,10,1,79000.0,2,GOOD,4,19.63,0.0,0,11,0,3950,0.444,1,1,26161.0,0.0
6000.0,1,0.23989999999999997,22,3,1,120000.0,1,BAD,12,16.46,0.0,2,12,0,12033,0.36700000000000005,1,1,29772.0,0.0
28000.0,2,0.1399,13,,2,89000.0,2,BAD,3,15.32,2.0,0,18,0,14871,0.235,1,1,2292.0,0.0
21000.0,1,0.1399,13,10,3,100000.0,1,BAD,2,25.03,0.0,5,22,1,36988,0.374,1,1,3250.0,1.0
35000.0,2,0.17989999999999998,17,10,1,110000.0,1,GOOD,2,25.16,0.0,0,12,0,34986,0.893,1,1,20789.0,0.0
6000.0,1,0.10490000000000001,8,10,2,54858.0,2,GOOD,2,21.26,0.0,1,21,2,8996,0.35100000000000003,2,1,3408.0,1.0
10500.0,1,0.1399,13,0.5,2,75000.0,1,BAD,3,11.71,1.0,1,8,0,3011,0.401,1,1,2679.0,0.0
13000.0,2,0.12789999999999999,11,10,1,70000.0,2,GOOD,6,24.76,0.0,0,7,0,8257,0.359,1,1,12521.0,0.0
5500.0,1,0.1699,16,10,2,70000.0,1,GOOD,2,7.85,0.0,0,4,1,917,0.10400000000000001,1,1,3612.0,0.0
24000.0,1,0.1449,14,8,3,120000.0,1,GOOD,3,21.28,0.0,0,9,0,14293,0.953,1,1,32691.0,0.0
3600.0,1,0.1399,13,10,3,55000.0,1,BAD,3,6.85,2.0,0,9,0,4294,0.524,2,1,36955.0,0.0
32000.0,1,0.1349,12,4,1,91800.0,1,GOOD,3,27.26,0.0,0,11,0,13970,0.381,1,1,6583.0,0.0
5000.0,1,0.1449,14,7,1,58000.0,1,GOOD,1,10.24,2.0,1,8,1,460,0.057999999999999996,1,1,4747.0,0.0
2700.0,1,0.1449,14,3,2,38000.0,1,GOOD,2,13.42,0.0,1,5,0,4516,0.61,1,1,3205.0,0.0
20000.0,1,0.1149,10,5,2,115000.0,1,GOOD,3,7.12,0.0,1,9,1,11945,0.308,1,1,4198.0,1.0
14000.0,1,0.0759,3,2,1,165000.0,1,GOOD,3,10.08,0.0,0,14,0,26434,0.244,1,1,19975.0,0.0
17650.0,2,0.17989999999999998,17,1,1,42000.0,2,GOOD,3,15.54,0.0,0,10,0,10428,0.192,1,1,14300.0,0.0
24000.0,2,0.1399,13,0.5,2,69500.0,1,GOOD,3,23.28,1.0,1,10,0,6564,0.34700000000000003,1,1,7386.0,0.0
16000.0,2,0.1559,15,3,2,50000.0,2,GOOD,2,20.43,0.0,0,19,1,11900,0.335,1,1,1706.0,1.0
3975.0,1,0.17989999999999998,17,2,2,80000.0,1,GOOD,3,7.68,6.0,0,19,1,0,0.0,2,1,8148.0,0.0
5000.0,1,0.08990000000000001,6,10,2,185000.0,2,GOOD,2,2.76,0.0,1,11,0,5454,0.062,1,1,1379.0,0.0
40000.0,1,0.1449,14,3,1,240000.0,1,GOOD,3,13.25,0.0,1,15,0,38691,0.402,1,1,7477.0,0.0
7500.0,1,0.08990000000000001,6,,2,47813.0,1,GOOD,1,10.24,0.0,0,5,1,243,0.012,1,1,392.0,1.0
13500.0,1,0.10490000000000001,8,2,3,95000.0,1,GOOD,4,12.48,1.0,1,11,0,7339,0.345,1,1,4728.0,0.0
7000.0,1,0.053200000000000004,1,4,1,120000.0,2,GOOD,2,10.23,1.0,1,16,0,74802,0.106,2,1,23627.0,0.0
20000.0,1,0.10490000000000001,8,10,1,128000.0,2,GOOD,3,19.13,0.0,0,14,0,20649,0.727,1,1,35009.0,0.0
30000.0,1,0.18989999999999999,18,10,2,70000.0,1,GOOD,3,15.4,0.0,0,10,0,17266,0.562,1,1,2806.0,0.0
8000.0,1,0.22390000000000002,21,2,2,68000.0,1,BAD,3,31.63,1.0,0,12,0,2649,0.191,2,1,4475.0,0.0
24000.0,2,0.1099,9,10,1,175000.0,1,GOOD,3,10.16,1.0,1,12,0,11531,0.45,1,1,67613.0,0.0
2800.0,1,0.1449,14,7,1,42000.0,1,BAD,3,2.91,0.0,1,3,0,653,0.131,2,1,2331.0,0.0
7000.0,1,0.08990000000000001,6,3,2,70000.0,1,GOOD,3,11.97,0.0,2,13,0,9889,0.195,1,1,4774.0,0.0
7500.0,1,0.1449,14,10,1,93000.0,1,GOOD,3,11.47,2.0,1,9,1,984,0.205,1,1,15281.0,0.0
11000.0,2,0.1559,15,10,1,120000.0,1,GOOD,3,15.72,0.0,0,14,2,14627,0.5760000000000001,1,1,24633.0,2.0
20000.0,2,0.2569,26,4,2,75000.0,1,GOOD,3,4.78,0.0,0,5,0,15805,0.461,2,1,3161.0,0.0
10000.0,2,0.1559,15,1,3,70000.0,1,GOOD,4,21.91,1.0,1,15,0,3952,0.20199999999999999,1,1,19211.0,0.0
20000.0,2,0.24489999999999998,23,0.5,2,180000.0,1,BAD,6,6.19,4.0,0,4,0,7328,0.14400000000000002,2,1,6580.0,0.0
8000.0,1,0.1099,9,10,1,110000.0,1,GOOD,3,15.79,0.0,0,9,0,12082,0.381,1,1,14269.0,0.0
9000.0,1,0.1559,15,10,2,52500.0,1,GOOD,3,12.85,1.0,0,9,3,7129,0.478,1,1,2136.0,3.0
18000.0,2,0.1999,19,10,1,83124.0,1,GOOD,3,20.7,0.0,3,11,1,8005,0.5720000000000001,1,1,28479.0,1.0
10000.0,1,0.10490000000000001,8,6,1,165000.0,1,BAD,2,13.03,0.0,0,13,0,26662,0.773,1,1,9446.0,0.0
23900.0,1,0.1699,16,10,1,180000.0,1,GOOD,1,14.83,0.0,1,24,2,19814,0.38,2,1,22055.0,0.0
5600.0,1,0.0799,4,10,1,45000.0,1,GOOD,12,28.34,0.0,0,17,0,8560,0.226,2,1,9080.0,0.0
10000.0,1,0.1399,13,0.5,2,40000.0,1,BAD,3,15.48,0.0,0,14,0,17591,0.626,1,1,3878.0,0.0
4900.0,1,0.1399,13,6,1,45000.0,1,GOOD,3,11.36,0.0,0,13,1,2265,0.138,1,1,778.0,1.0
21000.0,2,0.22390000000000002,21,5,1,69000.0,1,GOOD,3,13.32,0.0,0,13,1,13245,0.662,1,1,12401.0,1.0
25000.0,1,0.10490000000000001,8,10,2,105000.0,1,GOOD,3,7.02,0.0,0,6,0,7322,0.479,1,1,2894.0,0.0
20000.0,1,0.0949,7,2,3,70000.0,2,GOOD,3,15.05,0.0,0,16,0,4896,0.142,1,1,3293.0,0.0
6000.0,1,0.10490000000000001,8,9,1,80000.0,2,GOOD,3,5.0,0.0,0,8,1,9795,0.742,1,1,2472.0,0.0
14925.0,2,0.22390000000000002,21,5,1,93000.0,1,GOOD,3,8.62,0.0,2,15,0,7028,0.462,2,1,29410.0,0.0
19800.0,2,0.1559,15,10,1,88000.0,1,GOOD,3,8.43,0.0,1,7,0,2042,0.111,1,1,1920.0,0.0
6000.0,1,0.1449,14,4,2,28000.0,1,GOOD,3,29.19,0.0,0,5,0,5285,0.594,2,1,2444.0,0.0
5000.0,1,0.1149,10,2,2,36000.0,1,BAD,8,17.73,0.0,0,5,0,3648,0.715,1,1,1245.0,0.0
4500.0,1,0.1699,16,0.5,2,17000.0,1,BAD,3,28.32,0.0,0,12,0,3241,0.147,2,1,1868.0,0.0
16000.0,1,0.17989999999999998,17,1,2,100000.0,1,BAD,3,19.98,0.0,2,16,0,11875,0.473,2,1,5160.0,0.0
9125.0,1,0.23989999999999997,22,0.5,2,30000.0,1,GOOD,2,34.68,0.0,1,11,0,3091,0.152,2,1,2212.0,0.0
19275.0,2,0.21489999999999998,20,2,1,89700.0,1,BAD,3,34.6,0.0,0,11,0,9272,0.41600000000000004,1,1,22600.0,0.0
14000.0,1,0.1149,10,4,1,16000.0,1,GOOD,3,138.03,0.0,2,14,0,30504,0.662,1,2,31197.0,0.0
30000.0,1,0.1349,12,5,2,145000.0,1,GOOD,3,7.66,0.0,0,8,0,29385,0.847,1,1,4898.0,0.0
6425.0,1,0.1999,19,2,1,70000.0,1,BAD,3,28.63,0.0,0,15,0,21961,0.619,1,1,24140.0,0.0
9000.0,1,0.24489999999999998,23,,2,25000.0,1,BAD,3,20.4,1.0,0,9,0,10735,0.321,1,1,1789.0,0.0
26000.0,2,0.1349,12,9,1,90024.0,2,GOOD,3,30.18,0.0,0,8,0,17953,0.855,1,1,45034.0,0.0
24975.0,2,0.24989999999999998,24,4,1,62480.0,1,GOOD,2,22.34,0.0,1,20,0,22198,0.6509999999999999,1,1,12884.0,0.0
23000.0,2,0.24989999999999998,24,10,1,50000.0,2,GOOD,3,32.41,0.0,0,12,0,22507,0.6779999999999999,2,1,9290.0,0.0
16000.0,1,0.1149,10,10,1,62000.0,1,GOOD,3,0.93,0.0,0,4,0,1868,0.287,1,1,36429.0,0.0
25475.0,1,0.23989999999999997,22,8,1,135000.0,2,GOOD,4,31.17,0.0,0,19,0,58763,0.703,2,1,29860.0,0.0
5000.0,1,0.1449,14,4,2,45000.0,2,GOOD,3,30.99,5.0,0,17,0,6403,0.358,1,1,3150.0,0.0
24000.0,1,0.2529,25,3,2,60000.0,1,GOOD,2,22.04,0.0,2,11,0,20087,0.425,2,1,5214.0,0.0
19200.0,1,0.0949,7,6,1,106000.0,2,GOOD,3,19.97,2.0,0,18,0,63140,0.762,1,1,19299.0,0.0
10000.0,2,0.1559,15,9,1,76000.0,2,GOOD,3,25.64,0.0,2,10,0,19269,0.253,1,1,40495.0,0.0
5000.0,1,0.053200000000000004,1,10,1,94000.0,2,GOOD,3,10.2,0.0,0,20,0,2781,0.061,2,1,23191.0,0.0
26600.0,2,0.1699,16,10,1,101900.0,2,GOOD,3,31.35,0.0,1,17,0,21329,0.326,2,1,18734.0,0.0
21000.0,1,0.1349,12,10,1,165000.0,2,GOOD,3,17.44,1.0,2,13,0,14054,0.40700000000000003,1,1,48802.0,0.0
16550.0,1,0.1559,15,10,1,36000.0,1,BAD,6,34.1,0.0,0,12,0,10618,0.574,2,1,3966.0,0.0
15400.0,2,0.21489999999999998,20,4,1,98400.0,1,GOOD,3,3.16,0.0,0,9,1,9025,0.449,1,1,53347.0,1.0
1000.0,1,0.1149,10,,2,20000.0,1,GOOD,11,28.27,0.0,1,8,0,2379,0.161,1,1,1804.0,0.0
21900.0,2,0.2749,29,10,1,57675.0,1,BAD,3,23.14,0.0,0,10,0,30888,0.7659999999999999,2,1,19048.0,0.0
13175.0,2,0.1349,12,4,2,36600.0,1,GOOD,2,21.67,0.0,1,4,0,3,0.0,1,1,7882.0,0.0
40000.0,1,0.12789999999999999,11,10,2,98000.0,1,GOOD,3,20.08,1.0,0,9,0,16371,0.38299999999999995,1,1,6615.0,0.0
15000.0,2,0.1559,15,2,1,62000.0,1,GOOD,2,21.78,0.0,0,9,0,3642,0.205,1,1,18253.0,0.0
12000.0,1,0.1399,13,0.5,1,103000.0,1,BAD,3,3.9,0.0,1,6,0,4693,0.782,1,1,1957.0,0.0
2400.0,1,0.17989999999999998,17,10,2,55000.0,1,GOOD,3,21.79,0.0,2,13,0,28733,0.423,2,1,2788.0,0.0
7200.0,1,0.1149,10,10,2,36000.0,1,BAD,3,27.14,0.0,0,9,0,8603,0.606,1,1,3804.0,0.0
1800.0,1,0.0759,3,5,2,32000.0,1,GOOD,3,16.24,0.0,2,10,0,2403,0.139,2,1,929.0,0.0
8000.0,1,0.1349,12,0.5,2,50000.0,1,GOOD,3,16.97,0.0,0,14,1,9788,0.384,1,1,1467.0,1.0
5050.0,1,0.1449,14,2,1,30000.0,2,GOOD,3,21.36,1.0,0,9,0,10565,0.423,1,1,25290.0,0.0
28000.0,2,0.22390000000000002,21,9,1,100000.0,1,GOOD,3,16.91,1.0,0,14,0,24485,0.621,1,1,14675.0,0.0
14000.0,1,0.0759,3,10,1,132000.0,2,GOOD,2,18.24,0.0,2,9,0,8286,0.261,2,1,10197.0,0.0
35000.0,2,0.1559,15,10,1,92000.0,1,BAD,12,16.92,4.0,1,11,0,8257,0.63,1,1,32571.0,0.0
32000.0,1,0.1099,9,0.5,2,100000.0,1,GOOD,3,14.59,0.0,1,22,0,30956,0.43700000000000006,2,1,1914.0,0.0
13000.0,1,0.21489999999999998,20,3,1,38000.0,1,GOOD,3,19.65,0.0,1,10,0,29284,0.37,2,1,13163.0,0.0
25000.0,1,0.23989999999999997,22,3,1,62000.0,1,BAD,4,17.59,0.0,2,9,0,10600,0.316,2,1,35374.0,0.0
9000.0,1,0.08990000000000001,6,10,1,119000.0,1,GOOD,2,17.04,1.0,0,6,0,9677,0.509,1,1,23401.0,0.0
23950.0,1,0.24489999999999998,23,8,2,72000.0,1,GOOD,3,17.2,0.0,0,8,0,14028,0.84,2,1,4280.0,0.0
14400.0,2,0.1099,9,10,1,55000.0,2,GOOD,2,13.88,0.0,2,10,0,12047,0.373,1,1,23563.0,0.0
25000.0,2,0.24489999999999998,23,10,1,200000.0,1,GOOD,3,13.09,0.0,1,13,0,15650,0.631,2,1,50760.0,0.0
16000.0,1,0.1149,10,10,1,92700.0,1,GOOD,3,16.25,0.0,1,9,0,36695,0.8420000000000001,1,1,11746.0,0.0
15850.0,1,0.1449,14,6,2,45000.0,1,GOOD,3,30.91,0.0,1,16,1,25125,0.418,1,1,13601.0,1.0
20000.0,1,0.1699,16,10,1,100000.0,1,GOOD,4,28.37,0.0,4,23,1,7055,0.121,1,1,6461.0,1.0
14400.0,2,0.2699,28,10,3,40000.0,1,BAD,3,28.56,0.0,4,14,2,9456,0.606,2,1,5105.0,1.0
5000.0,1,0.23989999999999997,22,5,1,147460.0,1,GOOD,3,34.48,0.0,0,17,0,72904,0.6859999999999999,2,1,18871.0,0.0
6000.0,1,0.1349,12,4,2,55000.0,1,BAD,3,25.59,0.0,0,13,0,9531,0.611,1,1,2639.0,0.0
10000.0,1,0.1099,9,1,1,124000.0,1,GOOD,3,5.25,0.0,1,9,0,4459,0.175,1,1,102448.0,0.0
2000.0,1,0.1449,14,4,1,80000.0,1,BAD,11,22.76,0.0,0,12,0,31929,0.7440000000000001,1,1,23991.0,0.0
10000.0,1,0.1699,16,2,2,75000.0,1,GOOD,12,12.31,0.0,0,10,0,6658,0.7929999999999999,1,1,1670.0,0.0
10000.0,1,0.0859,5,,2,45840.0,1,GOOD,3,13.74,0.0,0,17,0,10942,0.366,2,1,4757.0,0.0
40000.0,2,0.1349,12,10,1,123500.0,1,GOOD,3,19.09,0.0,1,24,0,126726,0.156,1,1,19342.0,0.0
6000.0,1,0.1699,16,1,2,28000.0,1,BAD,3,32.75,0.0,3,8,0,2988,0.127,1,1,2076.0,0.0
15000.0,1,0.0699,2,3,1,69000.0,1,GOOD,3,5.34,0.0,1,4,0,2087,0.22,2,1,29816.0,0.0
6000.0,1,0.17989999999999998,17,10,1,86000.0,1,GOOD,6,7.08,0.0,1,7,0,42287,0.981,1,1,29763.0,0.0
32000.0,1,0.23989999999999997,22,2,1,300000.0,1,GOOD,3,11.47,0.0,0,14,0,146730,0.6940000000000001,2,1,42889.0,0.0
5475.0,1,0.17989999999999998,17,10,1,65000.0,2,GOOD,3,31.63,0.0,1,16,0,88561,0.9570000000000001,2,1,24386.0,0.0
10000.0,1,0.08990000000000001,6,0.5,1,40000.0,2,GOOD,3,33.06,0.0,0,15,0,16802,0.303,1,1,6600.0,0.0
15000.0,2,0.12789999999999999,11,10,1,116000.0,2,GOOD,3,10.25,0.0,0,11,1,11452,0.375,1,1,50297.0,1.0
15125.0,1,0.1699,16,10,1,52000.0,1,GOOD,3,15.56,0.0,1,11,0,16681,0.344,1,1,18773.0,0.0
4800.0,1,0.1399,13,1,2,54000.0,1,BAD,7,28.29,3.0,0,17,0,13949,0.687,1,1,4209.0,0.0
9575.0,1,0.1449,14,10,2,38000.0,1,BAD,2,9.98,1.0,2,29,0,18498,0.541,1,1,11156.0,0.0
23050.0,1,0.2569,26,10,3,60000.0,1,GOOD,2,33.74,0.0,1,14,0,48576,0.6729999999999999,2,1,7052.0,0.0
7800.0,1,0.08990000000000001,6,7,1,70000.0,1,GOOD,3,20.01,1.0,0,9,0,8231,0.5720000000000001,2,1,18942.0,0.0
6025.0,1,0.1699,16,1,1,130000.0,1,GOOD,8,12.71,0.0,2,15,0,37273,0.7879999999999999,2,1,28536.0,0.0
8000.0,1,0.053200000000000004,1,5,2,63000.0,1,GOOD,2,10.51,0.0,2,12,0,942,0.023,2,1,494.0,0.0
12025.0,1,0.1149,10,8,2,50000.0,1,GOOD,3,29.93,0.0,0,16,0,9227,0.304,2,1,3717.0,0.0
8000.0,1,0.1559,15,10,1,57000.0,1,GOOD,3,31.47,0.0,0,8,0,11600,0.604,1,1,21051.0,0.0
1000.0,1,0.1099,9,9,3,60000.0,1,GOOD,7,29.88,0.0,3,18,0,5362,0.49200000000000005,1,1,10748.0,0.0
16000.0,2,0.26489999999999997,27,0.5,1,55000.0,1,GOOD,6,20.73,1.0,1,8,0,4441,0.45799999999999996,1,1,6760.0,0.0
12000.0,2,0.1349,12,10,2,48000.0,1,GOOD,3,13.98,0.0,0,4,0,4811,0.299,1,1,18567.0,0.0
10000.0,2,0.2569,26,10,2,27000.0,1,GOOD,3,11.11,0.0,0,6,0,3158,0.265,1,1,1604.0,0.0
1000.0,1,0.12789999999999999,11,2,2,75000.0,1,GOOD,2,29.7,0.0,0,6,0,11913,0.805,2,1,9229.0,0.0
35000.0,2,0.1999,19,2,1,120000.0,1,GOOD,3,22.22,0.0,1,14,0,32945,0.6940000000000001,1,1,17265.0,0.0
