loan_amnt,term,int_rate,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,initial_list_status,application_type,avg_cur_bal,pub_rec_bankruptcies
15000,1,0.0839,6,3,1,56000,1,GOOD,2,23.21,0,0,8,0,9819,0.528,2,1,37007,0
13000,1,0.0916,7,10,2,100000,1,GOOD,3,5.86,2,0,9,0,15512,0.715,1,1,3441,0
14950,2,0.2235,22,9,2,49000,1,BAD,2,28.63,0,1,14,0,16624,0.478,1,1,3892,0
9600,1,0.1147,10,6,1,82600,1,GOOD,3,23.16,0,0,14,2,14087,0.505,1,1,21016,1
25000,2,0.1446,14,10,1,80000,1,GOOD,3,16.22,0,0,5,0,7251,0.522,1,1,42921,0
16325,2,0.2544,27,0.5,2,43000,1,BAD,12,14.51,0,0,3,0,0,0,2,1,7682,0
5000,1,0.0739,4,3,1,36000,1,GOOD,3,10.97,0,0,3,0,2443,0.335,2,1,2703,0
12000,1,0.0916,7,5,1,131000,2,GOOD,4,10.52,0,2,11,1,6359,0.104,2,1,33079,1
8400,1,0.0916,7,1,2,50000,1,BAD,2,15.44,0,1,16,0,11376,0.205,2,1,1725,0
8000,1,0.1147,10,6,1,64000,1,BAD,3,19.98,0,0,10,1,47033,0.851,2,1,23081,0
12000,1,0.1075,9,4,3,80000,2,BAD,3,12.59,0,0,5,1,7077,0.33,1,1,3195,0
28550,2,0.2399,24,10,3,133000,1,BAD,3,22.2,2,0,21,0,20505,0.476,1,1,8032,0
12000,1,0.0649,2,9,1,65000,1,GOOD,6,2.73,0,2,9,0,9752,0.192,1,1,19468,0
20000,1,0.1147,10,6,1,65000,2,GOOD,3,18.85,0,0,18,0,22940,0.63,2,1,8693,0
16000,2,0.1531,15,0,1,49308,1,GOOD,2,10.05,0,0,4,0,16859,0.865,2,1,66296,0
24000,1,0.0789,5,10,1,125000,2,GOOD,2,14.05,1,0,18,0,54872,0.445,2,1,23676,0
7000,1,0.0975,8,10,1,51000,1,GOOD,2,18.14,0,0,8,1,10873,0.72,1,1,3775,1
3000,1,0.0916,7,2,2,56000,1,GOOD,2,18.95,0,1,18,1,5698,0.333,2,1,5007,1
32000,2,0.1199,11,10,1,70000,1,GOOD,2,18.93,1,0,9,0,34187,0.782,1,1,5930,0
10000,1,0.0532,1,10,1,50000,2,GOOD,4,4.67,0,0,6,0,5072,0.095,2,1,12964,0
6500,1,0.1147,10,5,1,42000,1,GOOD,3,21.8,0,1,7,0,8443,0.538,2,1,4042,0
17000,2,0.2099,21,2,2,85000,1,BAD,3,23.13,1,0,11,0,4751,0.731,2,1,14144,0
4900,1,0.1367,13,10,1,55000,1,GOOD,2,11.56,0,3,9,1,2187,0.076,2,1,2499,1
12000,1,0.0789,5,4,1,194000,2,GOOD,6,3.51,0,0,9,0,8265,0.51,1,1,39530,0
9000,1,0.0697,3,4,1,60000,2,GOOD,2,16.33,0,0,8,0,1201,0.072,2,1,40072,0
30000,2,0.1629,16,0,3,60000,1,BAD,3,23.8,0,1,19,0,43934,0.623,1,1,2441,0
8000,1,0.1367,13,10,1,67000,1,GOOD,11,27.94,5,2,15,0,8832,0.382,1,1,16372,0
9000,1,0.1629,16,3,2,66000,1,BAD,2,10.75,0,1,13,0,7678,0.386,1,1,1179,0
24000,1,0.0789,5,6,2,145000,2,BAD,3,20.04,0,1,15,0,27928,0.306,2,1,5368,0
16000,1,0.1075,9,10,1,130000,1,GOOD,3,5.6,0,0,9,0,11240,0.403,1,1,54577,0
7000,1,0.1147,10,6,2,52800,1,BAD,12,4.96,0,0,4,0,9555,1.006,2,1,2389,0
20000,1,0.0789,5,10,2,65000,2,BAD,3,22.68,0,1,11,0,11001,0.185,2,1,3557,0
5000,1,0.0789,5,9,2,55000,1,BAD,3,19.25,1,0,9,1,3499,0.673,2,1,3615,1
5000,1,0.0739,4,5,3,116230,2,BAD,6,13.42,0,0,8,0,53721,0.926,2,1,10334,0
22000,1,0.0532,1,4,3,247000,1,GOOD,3,19.73,0,0,15,0,232649,0.9,2,1,86625,0
5000,1,0.0839,6,10,2,52000,2,GOOD,2,27.51,0,1,9,0,4824,0.468,2,1,10682,0
8400,1,0.1199,11,0.5,2,45000,1,GOOD,3,15.92,0,0,21,0,17033,0.655,1,1,3085,0
15000,1,0.1075,9,4,1,50000,1,GOOD,3,18.67,0,0,11,0,27574,0.663,1,1,3064,0
21000,1,0.1899,19,4,1,86670,1,GOOD,3,34.63,0,1,25,0,24234,0.28,2,1,11061,0
2000,1,0.1629,16,0,1,67000,2,BAD,2,28.89,0,1,13,0,28604,0.902,2,1,13386,0
5000,1,0.1199,11,7,2,41000,2,GOOD,2,6.91,0,2,9,1,6880,0.42,1,1,885,1
12000,1,0.0975,8,10,1,86000,2,GOOD,4,5.19,0,0,12,0,575,0.019,1,1,36374,0
20000,1,0.1825,18,10,3,54000,1,BAD,7,24.71,0,3,8,0,3469,0.099,1,1,5196,0
6000,1,0.1147,10,1,2,50000,1,GOOD,3,3.17,0,1,6,0,723,0.039,2,1,921,0
15000,2,0.1531,15,2,1,72500,1,GOOD,12,24.03,0,0,9,0,19430,0.639,1,1,5781,0
4800,1,0.1531,15,6,2,50000,1,GOOD,3,18.17,0,1,10,0,1179,0.421,2,1,1161,0
40000,2,0.2332,23,10,1,125000,1,GOOD,2,9.1,1,1,6,0,24406,0.932,1,1,75943,0
14000,2,0.1531,15,2,1,51000,2,GOOD,3,11.72,1,0,12,0,18093,0.653,2,1,8009,0
7000,1,0.0916,7,10,2,65000,1,BAD,2,16.98,1,1,21,0,24497,0.582,2,1,11296,0
1200,1,0.0975,8,2,3,100000,1,GOOD,4,23.95,0,0,5,0,4424,0.737,2,1,29272,0
9000,1,0.1727,17,0.5,2,26000,1,BAD,2,25.67,0,2,13,3,4906,0.311,2,1,3186,2
12000,1,0.1199,11,10,1,60000,2,BAD,3,6.8,0,0,11,0,11219,0.844,2,1,1020,0
7200,1,0.0789,5,2,2,31000,2,GOOD,4,17.23,0,0,8,3,5071,0.922,2,1,12352,0
28000,1,0.0532,1,1,1,100000,1,GOOD,3,9.74,0,0,9,0,223,0.003,2,1,26684,0
16000,2,0.1531,15,1,2,70000,1,BAD,3,16.54,0,0,28,0,13536,0.261,2,1,4718,0
14000,2,0.1446,14,0.5,3,50000,2,GOOD,7,26.76,1,2,13,0,4460,0.255,1,1,17756,0
27100,1,0.0532,1,10,1,70000,2,GOOD,2,12.91,0,0,15,0,26446,0.407,2,1,16354,0
12000,1,0.0789,5,10,1,101000,1,GOOD,3,9.51,0,1,9,0,6801,0.243,2,1,50501,0
4000,1,0.0916,7,2,2,60000,1,GOOD,3,25.4,0,1,20,0,16051,0.307,2,1,9911,0
14400,2,0.1367,13,10,3,78000,2,BAD,6,15.85,0,1,14,0,5087,0.062,1,1,11074,0
40000,2,0.1629,16,4,1,155000,1,GOOD,3,9.36,0,0,8,0,15505,0.643,1,1,44740,0
20000,1,0.0975,8,10,1,74000,1,GOOD,3,32.95,0,1,14,0,18006,0.391,1,1,13538,0
10000,1,0.1727,17,4,3,70000,1,BAD,3,18.69,1,0,11,0,14752,0.946,2,1,18281,0
9000,1,0.0789,5,4,1,53000,1,GOOD,3,32.45,0,0,16,0,17156,0.415,2,1,10094,0
4800,1,0.0975,8,3,1,61000,2,GOOD,3,3.36,0,2,9,0,2063,0.338,1,1,13617,0
12000,2,0.1446,14,4,2,165000,2,GOOD,7,13.17,0,3,22,1,37799,0.505,2,1,2974,1
30000,1,0.1367,13,5,2,67000,1,BAD,3,26.94,0,1,11,1,6497,0.546,2,1,4134,0
3125,1,0.1825,18,2,1,45000,1,GOOD,3,15.6,0,1,6,0,6748,0.75,1,1,22233,0
8675,1,0.1531,15,2,1,40000,1,GOOD,3,13.47,1,0,8,1,1589,0.567,1,1,19494,0
30000,2,0.2399,24,10,2,141000,1,GOOD,5,11.86,0,0,10,0,14100,0.461,2,1,7592,0
1000,1,0.1727,17,5,1,87000,1,GOOD,3,20.19,0,0,17,0,20074,0.682,1,1,23160,0
8000,1,0.0532,1,3,1,90000,2,GOOD,4,5.69,0,0,7,0,212,0.006,2,1,52262,0
10000,1,0.1199,11,1,2,48000,2,GOOD,3,26.08,1,2,13,0,7805,0.39,1,1,4554,0
16000,1,0.0739,4,10,1,77000,2,GOOD,2,15.96,0,0,5,0,23900,0.605,2,1,34445,0
8675,1,0.1825,18,10,1,62000,2,GOOD,4,28.32,2,1,20,0,11482,0.231,1,1,15060,0
16800,1,0.0532,1,6,1,100500,2,GOOD,2,6.84,1,0,7,0,28079,0.693,2,1,21506,0
35000,1,0.1075,9,10,1,269000,1,GOOD,3,5.03,0,0,19,0,24834,0.367,2,1,11795,0
9000,1,0.0839,6,10,3,47000,1,GOOD,2,25.66,0,2,19,0,11068,0.277,2,1,1179,0
15000,2,0.1367,13,7,1,89000,1,GOOD,3,20.78,1,1,18,0,17282,0.395,2,1,19055,0
15625,1,0.1446,14,10,1,40000,1,GOOD,4,5.61,0,1,6,0,5449,0.19,1,1,1090,0
28000,2,0.3099,35,10,1,110000,1,BAD,3,28.18,0,0,15,0,13368,0.798,1,1,17477,0
24000,2,0.0789,5,10,3,110000,2,GOOD,3,13,0,1,14,0,26337,0.336,1,1,14784,0
23250,1,0.1147,10,3,3,92460,1,GOOD,3,16.79,0,3,9,0,15061,0.69,2,1,36033,0
4550,1,0.0839,6,10,1,84000,1,GOOD,2,28.32,1,0,11,0,20888,0.525,1,1,25598,0
2000,1,0.1629,16,10,2,110000,1,BAD,7,18.77,0,0,14,0,23195,0.892,1,1,2810,0
25550,2,0.2399,24,6,2,71050,1,GOOD,3,9.73,0,1,17,0,16499,0.34,2,1,2654,0
40000,1,0.1446,14,2,1,112000,1,GOOD,4,3.39,0,1,5,0,2227,0.101,1,1,64406,0
12000,2,0.1531,15,10,1,70000,1,BAD,3,22.25,0,0,13,1,6837,0.277,1,1,6146,1
8000,1,0.1531,15,7,2,25000,1,BAD,3,26.4,1,0,14,0,18311,0.199,2,1,1409,0
22000,2,0.1899,19,10,3,108700,1,BAD,3,15.26,1,3,15,0,23173,0.6,2,1,2896,0
14200,2,0.2235,22,10,3,54000,1,GOOD,3,13.33,0,0,9,0,15863,0.61,2,1,2447,0
10000,1,0.0532,1,1,2,150000,2,GOOD,2,4.1,0,0,15,0,23540,0.227,2,1,30647,0
1200,1,0.1199,11,8,2,77000,1,GOOD,12,8.87,0,0,13,0,15482,0.911,1,1,1933,0
12000,2,0.1899,19,5,1,42000,1,BAD,3,24.17,3,0,14,0,5313,0.728,2,2,10095,0
15000,1,0.1075,9,4,2,67808,1,GOOD,3,15.06,0,1,9,0,24257,0.638,2,1,4948,0
5000,1,0.0739,4,1,1,75948,2,GOOD,3,14.63,1,0,21,0,9107,0.217,2,1,17458,0
7200,1,0.1299,12,8,1,85000,1,BAD,3,32.78,1,1,15,0,28568,0.8,1,1,13740,0
3000,1,0.1075,9,0.5,1,49000,1,BAD,12,14.6,0,3,25,1,11310,0.187,2,1,14512,1
18000,1,0.0975,8,3,1,45000,1,GOOD,3,29.52,0,1,16,0,23029,0.698,1,1,3413,0
30000,1,0.1147,10,9,1,160000,1,GOOD,2,24.35,0,0,24,0,29691,0.66,1,1,17419,0
10000,2,0.1629,16,10,3,80400,1,BAD,3,22.41,1,0,9,0,1884,0.212,1,1,6197,0
30000,1,0.0697,3,0,2,183136,1,BAD,2,19.51,0,0,10,0,103502,0.81,2,1,115339,0
15000,2,0.2099,21,4,2,41000,1,BAD,3,27.31,0,1,12,0,17513,0.565,2,1,2831,0
8000,1,0.0739,4,10,1,62000,1,GOOD,3,3.39,0,0,4,0,5442,0.203,1,1,25072,0
25075,2,0.1999,20,3,2,68200,2,GOOD,3,11.79,0,1,10,0,16943,0.799,2,1,3604,0
32000,1,0.1999,20,1,2,90000,1,GOOD,3,18.64,0,0,11,0,14243,0.791,1,1,9321,0
35000,2,0.2565,28,0.5,1,75000,1,BAD,4,34.78,0,0,10,0,16822,0.782,2,1,24425,0
2000,1,0.1531,15,3,2,62000,1,GOOD,3,17.13,1,0,5,0,7760,0.351,2,1,9432,0
14000,2,0.1446,14,4,1,66400,2,GOOD,2,9.81,1,0,11,2,15181,0.775,1,1,12071,0
24000,1,0.1075,9,10,2,71000,1,BAD,3,21.33,0,0,14,1,9549,0.393,1,1,1766,0
24800,2,0.1531,15,10,2,123000,2,BAD,2,13.94,0,0,12,0,31801,0.507,1,1,5584,0
10000,1,0.1147,10,4,2,55000,1,GOOD,3,10.76,0,0,7,1,4045,0.465,1,1,3964,1
28625,2,0.2734,30,2,1,65000,1,BAD,3,25.18,0,0,12,0,25401,0.87,2,1,3672,0
3525,1,0.2499,25,0,2,11075,1,BAD,3,18,0,4,9,0,197,0.017,2,1,435,0
10000,1,0.0739,4,10,1,107000,1,GOOD,6,9.25,0,0,6,0,2138,0.213,2,1,25363,0
26000,2,0.2499,25,5,2,87000,1,BAD,3,26.4,0,1,8,0,16662,0.877,2,1,7204,0
10150,1,0.1299,12,0,2,20304,1,BAD,3,15.96,0,0,11,1,7282,0.284,2,1,662,1
6500,1,0.1531,15,8,2,114000,1,GOOD,7,15.81,0,0,16,0,28738,0.85,1,1,2330,0
35000,2,0.1899,19,10,1,212000,1,BAD,3,11.89,0,0,13,0,45509,0.91,1,2,20129,0
12000,2,0.2399,24,0.5,1,50000,1,BAD,3,17.83,0,3,16,2,26819,0.401,2,1,11724,1
5000,1,0.1299,12,2,1,81000,1,GOOD,2,20.34,1,0,13,0,18535,0.699,2,1,16115,0
1000,1,0.0975,8,2,2,75704,1,GOOD,12,17.83,0,0,5,0,6571,0.638,1,1,19729,0
16500,2,0.1199,11,1,1,83000,1,GOOD,3,22.95,0,0,11,0,16147,0.646,1,1,28329,0
6000,1,0.0975,8,6,2,34000,1,GOOD,2,4.48,0,1,5,0,2396,0.115,2,1,479,0
8400,1,0.0839,6,10,1,130000,2,GOOD,12,9.11,5,1,12,0,12054,0.84,2,1,24806,0
28000,1,0.1531,15,3,2,89000,1,BAD,3,14.17,0,0,12,0,32229,0.755,1,1,8442,0
10000,2,0.1629,16,10,2,55000,2,BAD,2,6.76,0,1,3,0,1296,0.997,2,1,2220,0
36000,1,0.1199,11,8,1,117000,1,BAD,2,28.64,0,1,30,0,42791,0.44,1,1,13016,0
27125,2,0.2734,30,0.5,2,60300,2,BAD,3,31.64,0,1,6,0,44469,0.96,2,1,13024,0
7500,1,0.1147,10,5,2,45000,1,BAD,3,2.53,0,0,5,0,3156,0.464,2,1,1613,0
22800,2,0.1199,11,0.5,2,64140,1,BAD,3,22,0,0,12,0,5918,0.172,2,1,9422,0
10000,1,0.0916,7,10,1,52000,1,GOOD,12,10.87,0,1,9,2,9020,0.37,2,1,3790,2
16000,2,0.1299,12,1,2,60000,2,GOOD,2,15.04,1,1,13,0,8002,0.415,1,1,1722,0
11400,2,0.1299,12,7,1,51500,1,GOOD,3,22.33,1,0,17,0,31615,0.599,1,1,4284,0
34900,1,0.1999,20,10,1,80000,1,BAD,2,9.44,3,0,11,0,2022,0.105,2,1,34958,0
26000,2,0.2235,22,10,3,65000,2,GOOD,3,10.88,0,0,10,0,12525,0.533,2,1,26677,0
12000,1,0.0789,5,3,2,49920,1,GOOD,3,19.99,0,0,8,0,19921,0.507,2,1,4546,0
36000,2,0.1075,9,0.5,1,80000,1,BAD,2,18.65,0,0,9,0,9599,0.468,1,1,36765,0
23000,1,0.0739,4,10,1,70000,1,BAD,3,15.34,0,0,5,0,7258,0.451,2,1,58075,0
10200,2,0.1727,17,2,2,57000,2,GOOD,3,25.16,1,0,9,0,10648,0.519,1,1,11141,0
33600,1,0.1299,12,1,1,120000,1,GOOD,3,22.08,0,1,15,0,9821,0.146,1,1,17671,0
12000,1,0.0975,8,3,1,55000,1,GOOD,3,7.36,0,0,10,1,7901,0.642,1,1,12206,0
12500,2,0.1199,11,0.5,2,57000,1,GOOD,3,20.72,0,0,7,0,8480,0.673,1,1,15448,0
7000,1,0.1999,20,0.5,1,28000,1,BAD,2,16.37,0,1,8,0,5840,0.578,1,1,17420,0
22550,1,0.0916,7,8,1,88000,1,GOOD,3,11.4,0,0,6,3,3690,0.284,2,1,2562,3
5500,1,0.0739,4,10,1,50000,1,BAD,2,25.4,0,0,21,0,27286,0.37,2,1,4174,0
11000,2,0.1147,10,10,1,29910,1,GOOD,3,22.59,0,0,16,0,6929,0.175,2,1,6984,0
1000,1,0.1075,9,3,2,30000,1,BAD,3,20.48,0,0,9,0,3590,0.201,1,1,3614,0
35000,2,0.1367,13,10,1,461000,1,GOOD,2,6.43,1,0,7,0,315347,0.402,1,1,86334,0
5500,1,0.0975,8,5,3,39000,1,GOOD,3,30.31,0,0,11,0,4687,0.277,2,1,2734,0
24000,2,0.2544,27,9,2,56436,1,BAD,3,31.64,0,2,8,0,17481,0.832,2,1,6922,0
18000,2,0.2099,21,10,2,43000,1,BAD,2,19.34,0,1,15,0,23025,0.509,2,1,1645,0
10000,1,0.0975,8,10,2,68000,1,BAD,2,38.05,0,3,16,0,13708,0.797,2,1,4315,0
21350,1,0.0839,6,1,3,161000,2,GOOD,2,18.58,0,0,11,0,30152,0.96,2,1,84147,0
10000,1,0.0739,4,10,1,120000,2,GOOD,12,4.31,0,0,7,0,10925,0.379,2,1,48534,0
16000,2,0.1199,11,10,1,72000,2,BAD,3,29.97,0,2,9,0,12026,0.501,1,1,40726,0
6000,1,0.0839,6,10,1,59000,1,BAD,3,18.53,0,0,8,0,9892,0.845,1,1,55428,0
8000,1,0.0975,8,10,1,34000,1,BAD,3,20.23,0,2,13,0,8126,0.52,2,1,1261,0
11000,2,0.2399,24,10,2,76000,1,BAD,1,15.06,0,0,5,0,6134,0.613,2,1,6651,0
11000,1,0.1446,14,7,1,130000,1,BAD,3,18.28,0,1,14,0,12848,0.68,1,1,11292,0
7200,1,0.1629,16,5,1,56000,1,BAD,4,37.92,1,1,33,0,24109,0.653,2,1,8674,0
12000,1,0.0789,5,3,1,130000,2,GOOD,3,17.64,1,0,14,0,19729,0.615,2,1,17248,0
15000,1,0.0789,5,10,1,100000,1,GOOD,3,9.46,0,0,7,0,13240,0.679,2,1,53541,0
16000,1,0.0739,4,2,2,140000,1,GOOD,6,1.04,0,0,5,0,994,0.155,2,1,702,0
25000,2,0.1446,14,10,1,100000,2,GOOD,3,5.8,0,0,19,0,18531,0.486,2,1,14465,0
25000,1,0.1727,17,8,2,107000,1,BAD,3,28.01,0,0,10,0,35729,0.878,1,1,8096,0
35000,1,0.2332,23,10,2,82000,1,BAD,3,14.36,1,2,19,1,6724,0.258,2,1,1745,1
9000,1,0.1075,9,10,2,25000,1,GOOD,3,8.79,0,0,5,0,5905,0.243,2,1,1181,0
13350,1,0.2235,22,6,1,60000,1,GOOD,3,25.82,5,3,19,0,9091,0.325,2,1,14800,0
11000,1,0.0916,7,3,2,65000,1,BAD,3,12.15,0,0,8,0,1810,0.905,2,1,6907,0
10000,2,0.1531,15,7,1,35000,2,GOOD,2,28.26,0,0,15,0,11137,0.416,2,1,1562,0
11000,1,0.1299,12,3,3,60000,2,GOOD,3,8.92,0,0,12,0,31,0.001,2,1,24837,0
10000,1,0.0975,8,10,1,78000,1,GOOD,4,8.43,1,1,3,0,2445,0.815,1,1,27521,0
15000,1,0.1446,14,10,2,74000,1,GOOD,3,25.75,0,0,11,1,14970,0.657,1,1,5949,1
40000,1,0.0789,5,10,1,155000,2,GOOD,3,9.56,3,0,8,0,28945,0.706,2,2,71638,0
4000,1,0.1825,18,1,2,33946,1,BAD,3,45.93,0,0,9,0,16087,0.865,2,3,5217,0
4000,1,0.0697,3,10,3,72000,2,GOOD,2,26.15,0,0,11,0,2878,0.105,2,1,6873,0
12000,1,0.0532,1,2,2,66848,2,GOOD,2,25.89,0,0,15,0,12608,0.352,2,1,3188,0
35000,2,0.2499,25,10,3,110000,2,BAD,3,12.66,0,4,14,0,10444,0.863,1,1,2168,0
35000,1,0.2332,23,8,1,73000,1,BAD,3,30.4,0,1,15,0,52129,0.693,2,1,12758,0
18000,1,0.1075,9,7,2,90000,2,BAD,6,7.62,1,0,14,0,128,0.005,2,1,1081,0
28000,2,0.1727,17,10,1,95000,2,GOOD,3,29.06,0,0,11,0,20463,0.764,2,1,18581,0
21000,1,0.1147,10,0.5,2,42000,1,GOOD,3,10.63,0,0,5,2,3480,0.194,2,1,1982,2
15400,1,0.1299,12,10,2,35000,1,BAD,2,20.57,0,0,6,0,4813,0.535,1,1,4550,0
10000,1,0.1075,9,0,3,54000,1,GOOD,3,17.42,0,0,8,0,8117,0.398,2,1,4295,0
6000,1,0.0532,1,4,3,21000,1,GOOD,2,6.97,0,0,6,0,5560,0.14,2,1,1578,0
20500,1,0.1075,9,4,1,80000,1,GOOD,3,21.62,0,1,23,0,23237,0.3,2,1,3905,0
9250,1,0.1825,18,1,3,60868,1,GOOD,3,10.69,2,1,26,0,10814,0.348,2,1,10881,0
11000,1,0.0739,4,0,3,75744,2,BAD,4,29.82,0,1,16,1,4664,0.17,2,1,6279,1
24000,2,0.1446,14,3,2,95000,1,BAD,2,24.71,1,0,12,0,26975,0.377,1,1,5450,0
30000,2,0.1299,12,10,1,85000,1,GOOD,4,11.23,0,0,16,0,4477,0.215,2,1,15321,0
24000,2,0.1446,14,10,1,110000,2,BAD,3,32.16,0,0,11,0,21417,0.499,1,1,46826,0
13000,2,0.1899,19,2,3,45900,1,GOOD,3,30.3,0,1,9,1,1883,0.19,1,1,13671,1
3000,1,0.1446,14,4,1,50000,1,GOOD,3,39.99,1,0,16,0,20697,0.385,2,1,4226,0
10000,2,0.1899,19,10,1,30000,1,BAD,3,29.56,2,0,9,0,3825,0.281,1,1,10058,0
9425,1,0.1367,13,6,2,34000,1,BAD,3,33.67,2,0,10,0,12144,0.592,2,1,2101,0
8000,1,0.0975,8,6,2,32000,1,GOOD,3,14.78,0,2,10,0,3571,0.181,2,1,1097,0
35000,2,0.1299,12,3,2,100000,1,BAD,10,15.61,0,0,24,0,4441,0.078,1,1,2252,0
8500,1,0.0916,7,3,2,40000,2,GOOD,3,25.57,0,0,10,1,7187,0.659,2,1,2041,1
18000,2,0.1531,15,6,2,75000,1,GOOD,3,14.19,0,1,9,0,1309,0.451,2,1,3389,0
35000,2,0.2734,30,2,1,100000,1,GOOD,3,8.22,8,0,7,0,13326,0.907,1,1,72482,0
35000,2,0.2099,21,10,1,99000,1,BAD,3,16.73,0,0,22,0,29467,0.489,1,1,4150,0
30000,1,0.1367,13,0.5,1,110000,1,BAD,3,30.75,3,2,8,0,16119,0.916,1,1,22274,0
11000,1,0.1199,11,9,1,80000,2,GOOD,10,21.57,0,1,21,0,24785,0.491,1,1,16714,0
14000,2,0.2332,23,10,1,102000,2,GOOD,4,17.31,0,1,11,1,10754,0.313,2,1,26667,1
30000,1,0.1446,14,10,1,127000,1,GOOD,3,14.86,0,0,12,0,16907,0.36,2,1,2870,0
9350,1,0.1446,14,7,2,26000,1,GOOD,3,1.15,0,1,4,0,572,0.024,2,1,143,0
35000,1,0.1446,14,4,1,129000,1,GOOD,3,9.01,0,0,7,0,35246,0.937,2,1,5874,0
4250,1,0.1999,20,3,2,15000,1,BAD,2,36.96,0,0,7,0,16645,0.8,2,1,2378,0
29400,2,0.1727,17,9,1,74000,2,GOOD,2,28.98,0,1,30,0,42809,0.705,1,1,9055,0
2000,1,0.1446,14,6,1,66000,2,GOOD,2,38.47,0,2,31,0,31804,0.495,1,1,5322,0
5000,1,0.1446,14,10,2,26000,1,BAD,12,22.03,0,1,20,0,10522,0.229,1,1,4274,0
20000,2,0.1629,16,2,1,127000,1,GOOD,3,35.01,0,0,15,1,60486,0.916,1,1,28142,1
25000,2,0.1727,17,1,2,82000,2,BAD,3,18.02,0,1,8,0,28113,0.706,2,1,7266,0
17850,1,0.2332,23,2,2,47000,1,BAD,12,29.55,3,0,11,0,8038,0.805,2,1,4562,0
6000,1,0.2099,21,0.5,2,20000,1,BAD,3,31.51,0,0,13,0,2862,0.177,2,1,4743,0
5000,1,0.1825,18,6,3,27000,2,BAD,3,36.93,0,0,9,2,2038,0.345,1,1,1886,2
10000,2,0.2511,26,2,1,49800,2,GOOD,3,18.19,0,1,17,0,13254,0.557,1,1,17766,0
15000,2,0.1299,12,9,1,82000,2,GOOD,3,19.82,0,0,25,0,8076,0.69,2,1,9664,0
20000,2,0.1299,12,0.5,2,115000,1,BAD,3,10.01,1,1,9,0,33684,0.661,2,1,40997,0
18000,2,0.1147,10,7,1,68000,1,GOOD,2,24.81,1,0,18,1,19093,0.367,1,2,3213,1
20000,2,0.1825,18,10,1,45000,1,GOOD,3,23.2,1,1,8,0,6159,0.258,1,1,4803,0
14525,1,0.1727,17,10,3,63000,2,GOOD,4,25.54,0,2,16,0,22837,0.433,1,1,30005,0
25000,2,0.1727,17,2,2,98000,2,GOOD,10,25.78,0,4,24,0,18495,0.436,1,1,8135,0
35000,1,0.1147,10,3,1,188000,1,GOOD,3,10.03,0,0,13,0,24084,0.587,1,1,33907,0
7200,1,0.0975,8,3,1,165000,1,GOOD,3,16.25,0,0,5,0,6415,0.755,2,1,66227,0
13525,1,0.1531,15,0,3,41513.76,1,GOOD,2,22.35,0,0,7,0,13894,0.972,1,1,27619,0
20000,2,0.1199,11,10,1,104000,2,BAD,3,13.72,0,1,10,0,12620,0.693,1,1,26536,0
20000,2,0.1299,12,0.5,1,75000,2,GOOD,3,17.71,0,1,20,0,28009,0.539,2,1,18818,0
16000,2,0.1199,11,0,2,50000,2,BAD,2,13.73,0,3,6,0,12010,0.426,1,1,6185,0
35000,2,0.2565,28,0,1,120000,1,GOOD,3,14.78,0,0,14,0,38106,0.758,2,1,21961,0
16000,2,0.1199,11,1,1,55000,1,GOOD,3,17.46,0,0,7,0,9699,0.519,1,1,3484,0
24000,1,0.1075,9,10,1,124000,1,BAD,3,11.42,0,1,10,0,45847,0.768,1,1,13833,0
36000,2,0.1727,17,4,3,150000,1,BAD,2,16,0,0,14,0,36236,0.642,1,1,6345,0
21000,2,0.2332,23,10,2,149000,1,BAD,3,22.03,2,2,16,0,40974,0.67,2,1,4846,0
35000,1,0.1727,17,2,1,94800,1,GOOD,4,17.11,0,1,12,0,2741,0.137,2,1,33437,0
35000,1,0.2235,22,10,2,80000,1,GOOD,4,2.09,0,0,4,1,5691,0.356,2,1,1423,0
10000,1,0.2967,33,3,2,30000,1,BAD,4,20.55,0,0,11,0,16328,0.701,1,1,1633,0
24000,2,0.1531,15,4,3,100000,1,BAD,3,17.52,0,0,14,0,8498,0.327,1,1,23627,0
20000,1,0.1147,10,2,3,89000,1,BAD,3,29.65,1,0,14,0,12911,0.755,1,1,2682,0
35000,2,0.2499,25,0.5,2,140000,1,BAD,3,12.92,0,3,8,0,18688,0.191,2,1,10022,0
10000,2,0.1999,20,0.5,2,28000,1,BAD,3,23.04,0,0,9,0,7229,0.495,1,1,3031,0
28000,2,0.2565,28,2,1,118000,1,BAD,3,20.6,3,2,20,0,3095,0.72,2,1,20238,0
8000,1,0.0975,8,1,2,50000,2,GOOD,2,6.91,0,1,9,1,8016,0.469,1,1,4530,1
35000,1,0.1199,11,8,1,163000,1,GOOD,3,2.55,0,0,17,0,14303,0.139,2,1,894,0
24775,1,0.1899,19,2,2,94000,1,BAD,3,22.66,0,2,11,0,2896,0.156,1,1,5629,0
34500,1,0.1825,18,10,1,75000,1,BAD,3,15.68,1,1,8,0,25255,0.555,2,1,59852,0
19525,1,0.2499,25,10,1,78000,1,BAD,3,49.4,0,1,11,1,8114,0.293,2,3,7195,1
40000,1,0.0975,8,0.5,1,100000,1,BAD,2,21.47,5,0,14,0,11886,0.748,1,1,26880,0
