loan_amnt,term,int_rate,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,initial_list_status,application_type,avg_cur_bal,pub_rec_bankruptcies
16150,1,0.1999,19,0.5,1,75000,1,BAD,3,24.91,0,0,11,0,58876,0.962,1,1,34122,0
35000,1,0.1049,7,10,2,150000,1,GOOD,3,13.42,0,0,8,0,46488,0.61,1,1,8408,0
4500,1,0.2274,21,0.5,1,83104,1,GOOD,4,30.32,0,3,9,0,14242,0.89,2,1,14383,0
16000,2,0.1899,18,2,2,40000,1,GOOD,3,20.97,0,0,6,0,10276,0.849,1,1,4888,0
5950,1,0.1499,14,8,1,55000,1,GOOD,4,4.36,0,4,6,0,350,0.061,1,1,796,0
10000,1,0.1599,15,10,2,60000,1,GOOD,9,18.48,1,0,10,0,7647,0.475,1,1,3763,0
24000,2,0.2624,25,1,1,72000,2,GOOD,2,24.69,0,2,8,0,24355,0.375,1,1,35420,0
3500,1,0.1349,12,1,2,40000,1,BAD,3,12.3,1,0,8,0,5130,0.338,1,1,690,0
4250,1,0.1144,9,10,1,100000,1,GOOD,4,9.37,1,0,14,0,5013,0.253,2,1,28600,0
15000,1,0.3099,35,0.5,3,52000,1,BAD,2,33.9,0,0,8,1,7868,0.837,2,1,4120,1
9000,1,0.1149,10,10,1,56500,1,GOOD,3,21.42,0,0,11,0,6410,0.29,1,1,11772,0
5000,1,0.0699,2,0,1,30000,1,BAD,7,12.52,0,0,7,0,3959,0.108,1,1,868,0
6000,1,0.1599,15,0,1,31596,1,GOOD,11,0.49,0,0,11,1,13,0.001,2,1,1,1
1275,1,0.2399,22,0,3,17500,1,BAD,4,0,0,0,3,0,0,0,2,1,0,0
18000,2,0.1599,15,5,1,80000,2,GOOD,2,31.51,0,2,20,0,28120,0.879,1,2,11110,0
5000,1,0.0799,5,5,2,65000,1,GOOD,1,9.58,0,0,12,0,1959,0.041,2,1,925,0
10825,1,0.1274,11,2,2,52000,1,GOOD,3,18.67,0,0,6,0,2163,0.36,1,1,10147,0
15000,1,0.1274,11,5,1,195000,2,GOOD,2,3.05,1,0,6,1,18768,0.698,2,1,98107,0
1500,1,0.0724,3,10,3,54500,2,GOOD,2,13.81,0,2,18,0,909,0.011,1,1,2558,0
8500,1,0.1699,16,6,1,66000,1,GOOD,3,18.76,0,1,9,0,2987,0.364,1,1,27917,0
16000,1,0.1799,17,9,2,50000,1,GOOD,3,1.2,1,0,10,0,523,0.019,2,1,2827,0
12800,1,0.2474,23,4,2,50000,1,GOOD,3,24.96,1,3,13,0,135,0.02,2,1,2727,0
5000,1,0.1499,14,10,1,58000,2,GOOD,4,16.72,1,2,11,0,4548,0.225,1,1,20089,0
40000,1,0.1049,7,8,1,250000,1,GOOD,3,0.12,0,0,2,0,712,0.023,1,1,124738,0
3000,1,0.1699,16,6,2,62000,1,GOOD,12,13.12,0,0,7,0,3816,0.204,1,1,2706,0
5000,1,0.1699,16,10,1,87984,1,GOOD,12,30.89,0,1,14,0,517,0.04,1,1,15383,0
13000,2,0.1899,18,10,1,87000,1,BAD,3,32.92,0,0,16,0,19673,0.58,1,1,24367,0
2500,1,0.1599,15,0.5,2,28000,1,GOOD,2,23.36,0,1,9,0,2308,0.563,1,1,2853,0
4500,1,0.0824,6,2,2,60000,2,GOOD,2,11.16,0,1,11,1,5240,0.316,1,1,1916,1
1100,1,0.1999,19,9,2,55000,1,GOOD,12,27.27,0,1,17,0,18225,0.735,1,1,2293,0
6000,1,0.1599,15,10,1,72000,1,GOOD,3,6,0,0,5,0,10307,0.866,2,1,31893,0
4000,1,0.0824,6,0,2,83000,2,GOOD,2,17.51,0,0,10,0,3765,0.237,2,1,2011,0
14400,1,0.1049,7,10,2,105000,1,BAD,2,10.26,0,0,6,0,15385,0.91,2,1,6360,0
10000,2,0.1899,18,0,3,64000,2,BAD,7,1.16,0,1,4,0,878,0.06,1,1,55358,0
10000,2,0.1899,18,10,1,156000,2,GOOD,3,6.49,0,1,4,0,8079,0.437,1,1,99281,0
28000,1,0.1499,14,10,1,108000,2,GOOD,3,19.43,1,1,10,0,4816,0.753,1,1,35531,0
18000,2,0.1799,17,5,1,285000,1,GOOD,4,6.92,0,2,17,1,9244,0.136,1,1,4380,1
1000,1,0.1599,15,10,3,85000,1,GOOD,12,26.11,0,0,10,0,28877,0.813,2,1,38615,0
3000,1,0.1274,11,3,1,80000,2,GOOD,3,12.3,0,1,5,0,2451,0.217,1,1,4943,0
12000,1,0.0799,5,10,3,84000,2,GOOD,6,26.79,0,0,9,0,17895,0.568,1,1,32560,0
1500,1,0.1149,10,10,1,42000,2,GOOD,4,24.26,0,0,10,0,26769,0.583,1,1,21737,0
10000,1,0.1144,9,10,1,71000,1,GOOD,3,25.84,2,0,11,0,25098,0.447,1,1,17525,0
10000,1,0.1349,12,8,3,46000,1,GOOD,3,27.84,0,1,17,0,20351,0.408,1,1,2765,0
6025,1,0.1149,10,4,2,47000,1,GOOD,2,27.76,0,1,12,0,9042,0.271,1,1,3913,0
19800,2,0.1499,14,10,1,67700,1,GOOD,2,21.98,0,0,8,0,13220,0.575,1,1,36681,0
10000,1,0.1274,11,0.5,2,120000,1,GOOD,7,5.21,1,2,7,0,9322,0.392,2,1,2716,0
3200,1,0.0699,2,2,1,85000,1,GOOD,3,11.61,0,0,15,0,5371,0.079,1,1,18027,0
22000,1,0.0699,2,1,1,200000,1,GOOD,2,9.09,0,0,12,0,13379,0.367,1,1,32937,0
10000,1,0.1499,14,10,1,72000,2,GOOD,2,10.27,0,0,6,0,7740,0.311,1,1,22024,0
10000,1,0.1499,14,9,1,55000,2,GOOD,4,12.94,0,1,10,0,8817,0.294,1,1,9542,0
16675,1,0.1899,18,5,2,46321,1,GOOD,3,12.8,0,0,4,1,941,0.101,1,1,6293,1
15000,2,0.1399,13,0,2,43000,2,BAD,3,27.35,0,1,7,0,29138,0.496,1,1,5581,0
6000,1,0.1399,13,10,1,60000,1,GOOD,11,27.34,0,0,11,0,3694,0.061,1,1,3051,0
2500,1,0.1049,7,10,1,62000,1,GOOD,2,26.52,0,1,17,0,1206,0.016,2,1,14340,0
6000,1,0.0824,6,1,1,200000,1,GOOD,12,0.91,0,0,11,0,5422,0.06,1,1,16830,0
11200,2,0.1899,18,3,2,80000,1,GOOD,3,16.65,0,1,11,0,3337,0.251,1,1,4014,0
5000,1,0.1274,11,0,3,75000,1,BAD,4,19.34,0,1,16,1,16947,0.31,1,1,3241,0
29825,1,0.2399,22,2,3,64883,1,GOOD,5,10.3,0,0,7,1,3387,0.187,2,1,5253,1
15000,1,0.0724,3,10,1,140000,1,GOOD,2,22.6,1,1,22,0,140937,0.65,2,1,27810,0
9000,1,0.0749,4,10,1,84000,2,GOOD,3,23.51,0,0,14,0,21526,0.378,2,1,16049,0
27600,1,0.2549,24,0,1,22000,1,GOOD,3,75.34,0,1,9,1,8671,0.434,1,2,5277,1
35000,2,0.2549,24,3,2,165000,1,GOOD,3,8.09,0,1,14,1,16332,0.386,1,1,2420,1
10000,1,0.0824,6,9,1,68000,2,GOOD,2,22.9,0,0,18,0,7523,0.146,1,1,12373,0
19575,1,0.1499,14,10,1,98000,1,GOOD,4,19.05,0,0,8,0,13898,0.832,2,1,34505,0
1500,1,0.1399,13,9,2,50000,1,GOOD,3,3.45,1,0,4,0,1833,0.39,1,1,2738,0
10000,2,0.1799,17,8,2,96000,1,GOOD,12,4.15,1,0,10,0,4200,0.219,1,1,1133,0
19800,1,0.1599,15,3,2,45000,1,GOOD,2,23.09,0,1,30,0,17967,0.799,1,1,4485,0
3000,1,0.0824,6,0,1,86000,2,GOOD,4,21.06,0,3,16,0,11806,0.211,2,1,4791,0
5000,1,0.1699,16,10,2,127000,1,GOOD,3,7.66,1,0,9,1,9071,0.394,2,1,4070,0
15500,1,0.2949,27,7,1,59000,1,GOOD,6,27.36,1,1,11,0,16189,0.424,2,1,24085,0
14000,1,0.1349,12,10,1,65000,1,GOOD,3,18.08,1,0,13,0,6516,0.294,1,1,14680,0
10800,2,0.1899,18,10,3,90000,2,GOOD,11,0.33,0,3,4,0,2548,0.078,1,1,60440,0
5500,1,0.1499,14,10,1,95000,2,GOOD,3,25.23,0,0,11,0,56488,0.857,2,1,48025,0
16000,2,0.1899,18,3,1,80000,1,GOOD,2,14.42,0,1,9,0,10906,0.571,1,1,28453,0
5300,1,0.1144,9,7,2,39213,1,GOOD,12,19.44,0,1,10,0,4796,0.254,1,1,2972,0
25000,1,0.1799,17,10,2,74000,1,GOOD,3,17.5,0,3,35,0,6511,0.056,1,1,899,0
12000,1,0.0824,6,4,2,94000,1,GOOD,3,15.54,1,0,7,0,31388,0.624,1,1,5780,0
3000,1,0.0799,5,5,1,150000,1,GOOD,12,7.38,0,1,7,0,82963,0.78,1,1,43370,0
35000,2,0.2274,21,3,2,77000,1,GOOD,3,34.33,0,0,17,0,27822,0.644,1,1,4367,0
10800,1,0.1149,10,2,1,65000,1,GOOD,3,19.83,1,2,13,0,9911,0.424,2,1,13678,0
6500,1,0.1274,11,6,2,33000,2,GOOD,3,21.05,0,0,12,2,6267,0.486,1,1,1424,0
12600,2,0.1349,12,0,3,50000,2,GOOD,2,15.19,1,0,12,0,26342,0.565,1,1,2195,0
12000,1,0.1274,11,10,1,185000,2,BAD,7,16.46,4,0,10,0,7595,0.66,2,1,63940,0
16000,1,0.0532,1,2,1,112000,2,GOOD,4,26.33,1,1,28,0,51204,0.646,1,1,20663,0
24000,1,0.0799,5,1,1,125000,1,GOOD,3,7.92,0,1,9,1,6090,0.441,1,1,47650,0
4200,1,0.0749,4,2,2,42500,1,GOOD,2,17.71,0,0,20,0,6365,0.32,1,1,2389,0
10000,1,0.1274,11,1,2,57750,1,GOOD,3,17.07,0,1,8,0,5939,0.464,1,1,11973,0
22000,1,0.2549,24,10,2,72000,1,GOOD,2,21.98,0,4,7,0,20035,0.902,2,1,7971,0
13000,2,0.2869,26,8,2,56000,1,GOOD,1,4.29,1,0,4,0,7132,0.401,1,1,1783,0
8000,1,0.1144,9,10,3,41000,1,GOOD,3,21.72,0,0,14,0,16462,0.305,2,1,1873,0
12000,1,0.1144,9,10,2,65000,2,GOOD,1,33.39,0,2,21,0,34140,0.361,1,1,2698,0
24000,2,0.2474,23,0,3,95000,2,GOOD,1,19.24,0,0,24,0,30907,0.249,1,1,2681,0
1800,1,0.1049,7,10,2,48000,2,GOOD,2,20.38,0,0,10,0,19597,0.638,2,1,3549,0
19200,2,0.0799,5,10,1,110000,2,GOOD,3,11.43,0,0,11,0,21234,0.406,1,1,37112,0
2575,1,0.1999,19,0,2,10000,1,GOOD,12,24.85,0,0,6,0,138,0.048,1,1,8518,0
4000,1,0.1899,18,10,1,94300,1,GOOD,11,27.49,0,2,33,0,90916,0.571,1,1,11441,0
16000,2,0.1274,11,8,1,36000,1,GOOD,3,14.47,0,0,8,0,8071,0.74,1,2,51674,0
10000,1,0.1274,11,2,2,55000,2,GOOD,2,19.18,9,0,16,0,8192,0.394,1,1,10316,0
11000,1,0.0799,5,0.5,2,73000,1,GOOD,3,25.09,0,0,21,1,15741,0.558,1,1,5465,0
30000,1,0.0749,4,10,1,750000,1,GOOD,2,6.81,1,1,18,0,30004,0.507,1,1,67698,0
10000,1,0.1999,19,10,1,95000,1,BAD,3,33.83,0,0,15,0,32827,0.707,1,1,21833,0
2400,1,0.1399,13,10,1,45000,1,BAD,3,2.67,0,1,8,1,3519,0.184,1,1,34592,1
25000,2,0.1999,19,10,1,80000,1,BAD,3,15.56,5,2,20,1,11914,0.54,1,1,1631,0
18000,2,0.1139,8,10,1,75000,2,BAD,3,29.81,2,0,14,0,9687,0.407,1,1,14559,0
35000,1,0.2149,20,10,1,70080,1,GOOD,3,28.46,0,2,18,0,22450,0.265,1,1,3921,0
18075,1,0.1799,17,6,2,48000,2,BAD,3,22.1,0,0,8,1,7467,0.31,1,1,3370,0
13800,1,0.1149,10,5,1,30000,1,BAD,3,21.96,1,0,7,1,3807,0.297,1,1,15854,1
25900,1,0.1274,11,0,1,54000,2,BAD,3,24.93,0,1,14,0,25677,0.494,1,1,5674,0
8000,1,0.1349,12,10,1,75000,2,GOOD,2,28.42,0,0,22,0,25331,0.508,1,1,9464,0
3000,1,0.1499,14,2,1,650000,1,GOOD,3,5.51,0,3,16,0,119382,0.596,1,1,76754,0
8000,1,0.1144,9,2,1,55000,1,GOOD,2,28.15,2,2,14,1,9827,0.585,1,2,14940,1
20400,1,0.1899,18,0.5,2,60000,1,GOOD,11,12.93,0,1,8,0,12195,0.366,1,1,3541,0
25100,1,0.1999,19,6,1,60000,1,BAD,3,29.7,0,0,8,0,15687,0.66,2,1,5952,0
24800,2,0.1899,18,0.5,1,65000,1,GOOD,3,21.9,0,1,25,0,16878,0.27,1,1,3387,0
3600,1,0.0699,2,1,1,95000,1,GOOD,4,19.46,3,0,14,0,15215,0.445,1,1,19264,0
13000,2,0.1999,19,10,1,65000,1,GOOD,3,24.06,0,1,13,0,18427,0.508,1,1,17004,0
32000,1,0.2474,23,10,2,64000,1,GOOD,6,8.7,1,2,7,1,6586,0.194,1,1,3174,1
5000,1,0.1149,10,5,1,120000,1,GOOD,8,17.87,0,0,18,0,47930,0.915,1,1,13978,0
1600,1,0.1799,17,6,1,34000,1,GOOD,12,18.88,0,3,8,0,2580,0.437,1,1,20363,0
5000,1,0.1149,10,9,1,54000,1,GOOD,4,9.62,4,1,11,0,917,0.081,2,1,6916,0
2800,1,0.1399,13,10,2,57148,1,GOOD,12,14.59,0,1,16,2,15511,0.699,1,1,3131,0
20000,2,0.1399,13,7,1,87000,1,BAD,3,16.57,0,1,9,0,13635,0.55,1,2,16883,0
16000,1,0.1144,9,10,1,600000,1,GOOD,3,11.48,0,0,14,0,95729,0.846,1,1,58363,0
8000,1,0.1599,15,0,2,40000,1,GOOD,12,13.17,0,2,6,0,7790,0.564,2,1,1795,0
28000,1,0.1049,7,9,1,108000,2,BAD,3,13.91,0,0,9,0,13905,1,1,1,37747,0
24000,1,0.1499,14,9,1,235000,1,GOOD,3,11.65,0,4,19,1,63970,0.174,1,1,23689,1
34025,1,0.1799,17,1,2,140000,1,BAD,3,14.5,0,1,12,0,29017,0.372,1,1,3919,0
6400,1,0.0824,6,0,3,21432,2,BAD,2,17.93,0,0,13,0,9164,0.404,1,1,739,0
3900,1,0.1599,15,0.5,1,120015,1,BAD,2,30.04,3,0,18,0,99297,0.969,1,1,20039,0
38800,2,0.1599,15,3,1,117000,1,BAD,3,1.03,0,0,7,3,2745,0.195,1,1,458,2
5000,1,0.1149,10,1,3,23000,1,BAD,4,22.29,0,0,7,0,4092,0.256,1,1,3098,0
12000,2,0.2474,23,0.5,2,50000,1,GOOD,10,1.83,0,1,28,0,1273,0.109,1,1,1075,0
10000,1,0.1149,10,10,1,105000,2,GOOD,7,8.66,0,1,4,0,5280,0.91,1,1,58792,0
16000,2,0.1599,15,5,3,100000,2,GOOD,6,18.28,0,1,12,1,7086,0.304,1,2,6567,1
35000,1,0.1799,17,1,2,102000,1,GOOD,3,14.82,1,0,11,5,9987,0.404,1,1,7130,1
22075,1,0.1274,11,10,3,48072,1,GOOD,12,5.32,0,0,6,0,4118,0.233,2,1,15267,0
20000,1,0.1699,16,3,1,60500,1,GOOD,3,33.86,0,3,15,0,15839,0.31,1,1,15251,0
12000,1,0.1049,7,10,1,105616,1,BAD,3,8.93,0,0,12,0,24031,0.724,1,1,25782,0
9000,1,0.1399,13,10,2,48000,1,GOOD,3,4.71,0,2,10,0,6285,0.386,2,1,629,0
15000,1,0.0799,5,10,2,206000,1,GOOD,3,10.42,0,0,11,1,11911,0.415,1,1,6339,1
35000,1,0.1399,13,10,1,110000,1,BAD,3,32.33,0,1,15,0,29880,0.65,1,1,19525,0
12600,2,0.1899,18,5,1,72000,1,GOOD,3,33.87,0,1,14,0,16749,0.527,1,1,22013,0
8000,1,0.1399,13,7,2,60000,1,BAD,7,25.77,0,4,12,0,10854,0.548,1,1,5741,0
2500,1,0.1274,11,0.5,3,83200,1,GOOD,12,15.81,0,1,8,0,4407,0.274,1,1,5330,0
12000,1,0.0724,3,8,1,135000,1,BAD,11,14.86,0,0,8,0,5117,0.147,1,1,35646,0
4000,1,0.1144,9,10,2,61000,1,GOOD,3,15.58,0,1,6,0,2690,0.626,2,1,4099,0
8000,1,0.1499,14,0,3,41000,1,BAD,2,17.21,1,2,8,0,7252,0.594,2,1,18454,0
4200,1,0.1699,16,10,1,102000,1,BAD,3,10.85,0,0,6,0,118269,0.977,1,1,78889,0
35000,1,0.1599,15,2,1,103500,1,BAD,3,20.01,0,0,9,0,22080,1.027,1,1,20409,0
5100,1,0.1399,13,1,1,15000,1,BAD,3,22.56,0,0,4,0,5879,0.275,1,1,1811,0
2000,1,0.0799,5,0.5,2,80000,1,BAD,3,10.82,0,0,14,1,1284,0.054,1,1,1027,1
20000,1,0.1144,9,0.5,2,120000,1,GOOD,3,15.06,0,2,8,1,19475,0.73,1,1,6597,0
18000,2,0.2399,22,4,2,40000,1,BAD,3,17.61,0,0,5,0,9894,0.86,1,1,3463,0
4200,1,0.1599,15,10,2,40000,1,GOOD,3,11.58,0,1,5,0,2885,0.656,1,1,2111,0
15000,1,0.1349,12,10,2,48172,1,GOOD,12,17.96,0,0,5,0,800,0.08,2,1,2849,0
4000,1,0.2149,20,5,2,70000,1,GOOD,3,2.79,0,3,3,0,8096,0.81,1,1,23201,0
4000,1,0.0749,4,4,1,135000,2,BAD,4,14.31,0,0,11,0,23757,0.64,1,1,13477,0
7000,1,0.1399,13,1,2,36000,2,GOOD,3,20.6,1,2,23,0,6930,0.269,2,1,3160,0
15000,1,0.0824,6,1,1,55000,1,BAD,3,29.12,0,0,14,0,12918,0.336,1,1,3830,0
24750,1,0.1899,18,10,1,108000,1,GOOD,3,28.16,0,0,9,1,11557,0.797,1,1,22651,1
16000,2,0.2869,26,1,1,70000,1,GOOD,8,15.67,3,1,10,0,20992,0.853,1,1,27880,0
3000,1,0.1399,13,10,2,92000,1,GOOD,3,8.61,0,1,7,0,4184,0.654,1,1,4136,0
15000,1,0.1999,19,4,2,60000,2,GOOD,7,27.36,0,1,11,0,0,0,1,1,4891,0
14000,1,0.1399,13,2,2,72000,1,GOOD,3,5.76,0,5,15,0,9214,0.488,1,1,2714,0
6025,1,0.2549,24,9,1,35000,1,BAD,3,27.67,1,0,8,0,6133,0.84,1,1,40502,0
1600,1,0.0699,2,10,2,40000,2,GOOD,5,20.68,0,0,18,0,19756,0.482,1,1,4019,0
15600,2,0.1899,18,7,2,54000,1,GOOD,3,12.31,0,1,11,0,12307,0.433,1,1,2028,0
25450,1,0.1149,10,6,1,80000,1,GOOD,3,26.36,0,0,14,0,12002,0.436,1,1,16579,0
2500,1,0.1149,10,5,2,300000,1,GOOD,3,3.66,0,0,12,0,21646,0.11,1,1,3646,0
7000,1,0.1049,7,10,1,59000,1,BAD,3,7.55,0,1,9,0,142,0.006,1,1,2201,0
7000,1,0.1349,12,10,1,79000,1,GOOD,12,20.94,0,1,13,0,4746,0.223,1,1,19091,0
28800,1,0.1799,17,8,1,84000,2,BAD,3,23.3,0,1,15,0,15748,0.739,1,1,13085,0
4000,1,0.2999,28,7,1,28800,1,GOOD,3,33.96,0,2,14,0,9664,0.449,2,1,2323,0
10000,1,0.1599,15,10,1,120000,1,BAD,3,27.39,2,1,15,0,51634,0.18,1,1,34129,0
11925,1,0.2149,20,0,1,57468,1,GOOD,3,33.33,0,1,15,0,5946,0.56,2,1,14323,0
6000,1,0.1499,14,10,2,45000,1,GOOD,1,9.41,2,0,7,0,4447,0.445,1,1,635,0
25000,1,0.1149,10,10,1,80000,1,GOOD,3,4.26,0,0,4,0,12199,0.689,1,1,20898,0
2100,1,0.1399,13,2,2,35000,1,GOOD,8,11.39,0,1,6,0,336,0.022,1,1,3054,0
